store_number,store_number_padded,store_name,full_address,raw_address_from_public_feed,city,state,postal_code,latitude,longitude,address_present,address_source_url,location_source_url
105,105,Duluth,,,Duluth,GA,0,33.949,-84.133,no,,https://simplemaps.com/data/business/home-depot
106,106,Kennesaw,"449 Roberts Ct Nw, Kennesaw GA 30144","449 Roberts Ct Nw, Kennesaw GA",Kennesaw,GA,30144,34.007,-84.563,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
110,110,Lilburn,"4121 Hwy 78, Lilburn GA 30047","4121 Hwy 78, Lilburn GA",Lilburn,GA,30047,33.837,-84.074,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
111,111,Merchants Walk,"4101 Roswell Rd, Merchants Walk GA 30062","4101 Roswell Rd, Merchants Walk GA",Marietta,GA,30062,33.98,-84.433,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
114,114,Morrow,"2034 Mt Zion Rd, Morrow GA 30260","2034 Mt Zion Rd, Morrow GA",Morrow,GA,30260,33.564,-84.323,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
115,115,Tilly Mill,"4343 Tilly Mill Rd, Tilly Mill GA 30360","4343 Tilly Mill Rd, Tilly Mill GA",Atlanta,GA,30360,33.922,-84.279,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
116,116,Woodstock,"9037 Hwy 92, Ste 100, Woodstock GA 30189","9037 Hwy 92, Ste 100, Woodstock GA",Woodstock,GA,30189,34.087,-84.538,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
117,117,Wages Drive,,,Decatur,GA,0,33.813,-84.269,no,,https://simplemaps.com/data/business/home-depot
118,118,Wesley Chapel,"4325 New Snapfinger Woods Dr, Wesley Chapel GA 30035","4325 New Snapfinger Woods Dr, Wesley Chapel GA",Decatur,GA,30035,33.714,-84.213,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
119,119,Augusta,"499 Bobby Jones Expy Ste B, Augusta GA 30907","499 Bobby Jones Expy Ste B, Augusta GA",Augusta,GA,30907,33.501,-82.09,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
121,121,Cumberland,"2450 Cumberland Pkwy, Cumberland GA 30339","2450 Cumberland Pkwy, Cumberland GA",Atlanta,GA,30339,33.862,-84.477,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
122,122,Savannah,"11180 Abercorn St, Savannah GA 31419","11180 Abercorn St, Savannah GA",Savannah,GA,31419,31.983,-81.144,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
123,123,Jonesboro,"3885 Jonesboro Rd, Jonesboro GA 30354","3885 Jonesboro Rd, Jonesboro GA",Atlanta,GA,30354,33.649,-84.368,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
126,126,Lawrenceville,"875 Lawrenceville-suwanee Rd, Lawrenceville GA 30043","875 Lawrenceville-suwanee Rd, Lawrenceville GA",Lawrenceville,GA,30043,33.971,-84.017,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
127,127,Fayetteville,"103 Pavillion Pkwy, Fayetteville, GA GA 30214","103 Pavillion Pkwy, Fayetteville, GA GA",Fayetteville,GA,30214,33.482,-84.437,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
128,128,Conyers,"1330 Dogwood Dr, Conyers GA 30013","1330 Dogwood Dr, Conyers GA",Conyers,GA,30013,33.654,-84.0,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
129,129,Athens,"1740 Epps Bridge Rd, Athens GA 30606","1740 Epps Bridge Rd, Athens GA",Athens,GA,30606,33.915,-83.446,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
130,130,Cascade,"1032 Research Ctr Atlanta Dr, Cascade GA 30331","1032 Research Ctr Atlanta Dr, Cascade GA",Atlanta,GA,30331,33.729,-84.504,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
131,131,N Fulton,"5950 State Bridge Rd, N Fulton GA 30097","5950 State Bridge Rd, N Fulton GA",Duluth,GA,30097,34.013,-84.186,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
132,132,Carrollton,"1332 S Park St, Carrollton, GA GA 30117","1332 S Park St, Carrollton, GA GA",Carrollton,GA,30117,33.553,-85.072,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
133,133,Cartersville,"100 Gentilly Blvd, Cartersville GA 30120","100 Gentilly Blvd, Cartersville GA",Cartersville,GA,30120,34.186,-84.788,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
134,134,Cumming,"1000 Market Pl Blvd, Cumming GA 30041","1000 Market Pl Blvd, Cumming GA",Cumming,GA,30041,34.18,-84.13,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
136,136,Columbus,"2891 Sowega Dr, Columbus GA 31909","2891 Sowega Dr, Columbus GA",Columbus,GA,31909,32.525,-84.949,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
137,137,Dalton,"875 Shugart, Dalton GA 30720","875 Shugart, Dalton GA",Dalton,GA,30720,34.79,-84.999,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
138,138,Griffin,"1435 Highway 16 W, Griffin GA 30223","1435 Highway 16 W, Griffin GA",Griffin,GA,30223,33.249,-84.289,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
139,139,Rome,"103 Hicks Dr, Rome GA 30161","103 Hicks Dr, Rome GA",Rome,GA,30161,34.254,-85.162,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
140,140,Valdosta,"1825 Norman Dr, Valdosta GA 31601","1825 Norman Dr, Valdosta GA",Valdosta,GA,31601,30.845,-83.316,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
141,141,Brunswick,"200 Altama Connector, Brunswick GA 31520","200 Altama Connector, Brunswick GA",Brunswick,GA,31520,31.212,-81.489,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
143,143,Douglasville,"7399 Douglas Blvd, Douglasville GA 30135","7399 Douglas Blvd, Douglasville GA",Douglasville,GA,30135,33.723,-84.766,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
144,144,Snellville,"1670 Scenic Hwy North, Snellville GA 30078","1670 Scenic Hwy North, Snellville GA",Snellville,GA,30078,33.882,-84.01,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
145,145,Canton,"2200 Riverstone Blvd, Canton, GA GA 30114","2200 Riverstone Blvd, Canton, GA GA",Canton,GA,30114,34.254,-84.473,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
146,146,NW Roswell/Westwind,"870 Woodstock Rd, Nw Roswell/Westwind GA 30075","870 Woodstock Rd, Nw Roswell/Westwind GA",Roswell,GA,30075,34.059,-84.386,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
147,147,Buford,"4120 Hwy 20, Buford GA 30518","4120 Hwy 20, Buford GA",Buford,GA,30518,34.091,-84.002,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
148,148,Newnan,"1100 Bullsboro Dr, Newnan GA 30265","1100 Bullsboro Dr, Newnan GA",Newnan,GA,30265,33.398,-84.743,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
149,149,Alpharetta,"5300 Windward Pkwy, Alpharetta GA 30004","5300 Windward Pkwy, Alpharetta GA",Alpharetta,GA,30004,34.091,-84.274,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
151,151,Paulding County,"145 Depot Dr, Paulding County GA 30141","145 Depot Dr, Paulding County GA",Hiram,GA,30141,33.888,-84.752,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
152,152,Gainesville,"924 Dawsonville Hwy, Gainesville, GA GA 30501","924 Dawsonville Hwy, Gainesville, GA GA",Gainesville,GA,30501,34.3,-83.855,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
153,153,West Cobb,"2350 Dallas Hwy, West Cobb GA 30064","2350 Dallas Hwy, West Cobb GA",Marietta,GA,30064,33.948,-84.62,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
154,154,Sandy Springs,"6400 Peachtree Dunwoody Rd, Sandy Springs GA 30328","6400 Peachtree Dunwoody Rd, Sandy Springs GA",Sandy Springs,GA,30328,33.929,-84.355,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
155,155,Albany,"1219 Westover Blvd, Albany, GA GA 31707","1219 Westover Blvd, Albany, GA GA",Albany,GA,31707,31.617,-84.207,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
156,156,Acworth,"3355 Cobb Pkwy, Acworth GA 30101","3355 Cobb Pkwy, Acworth GA",Acworth,GA,30101,34.035,-84.685,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
157,157,Mcdonough,"1750 Jonesboro Rd, Mcdonough GA 30253","1750 Jonesboro Rd, Mcdonough GA",Mcdonough,GA,30253,33.465,-84.213,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
159,159,Midtown,"650 Ponce De Leon, Midtown GA 30308","650 Ponce De Leon, Midtown GA",Atlanta,GA,30308,33.774,-84.368,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
160,160,Lagrange,"1500 Lafayette Pkwy, Lagrange GA 30241","1500 Lafayette Pkwy, Lagrange GA",Lagrange,GA,30241,33.04,-84.981,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
161,161,Hamilton Mill,"2120 Hamilton Creek Pkwy, Hamilton Mill GA 30019","2120 Hamilton Creek Pkwy, Hamilton Mill GA",Dacula,GA,30019,34.073,-83.914,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
163,163,Warner Robins,"2620 Watson Blvd, Warner Robins GA 31093","2620 Watson Blvd, Warner Robins GA",Warner Robins,GA,31093,32.619,-83.667,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
164,164,Peachtree City,"2715 Hwy 54 West, Peachtree City GA 30269","2715 Hwy 54 West, Peachtree City GA",Peachtree City,GA,30269,33.398,-84.589,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
165,165,Covington,"13171 Highway 142 Northwest, Covington,GA GA 30014","13171 Highway 142 Northwest, Covington,GA GA",Covington,GA,30014,33.615,-83.826,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
170,170,East Savannah,"1901 E Victory Drive, East Savannah GA 31404","1901 E Victory Drive, East Savannah GA",Savannah,GA,31404,32.042,-81.068,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
172,172,Loganville,"4141 Atlanta Hwy, Loganville GA 30052","4141 Atlanta Hwy, Loganville GA",Loganville,GA,30052,33.843,-83.912,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
174,174,Dawsonville,"226 Power Center Dr, Dawsonville GA 30534","226 Power Center Dr, Dawsonville GA",Dawsonville,GA,30534,34.357,-84.042,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
175,175,Tucker,"4136 Jimmy Carter Blvd, Tucker GA 30093","4136 Jimmy Carter Blvd, Tucker GA",Norcross,GA,30093,33.869,-84.19,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
178,178,Riverdale,"680 Lamar Hutcheson Parkway, Riverdale, GA GA 30274","680 Lamar Hutcheson Parkway, Riverdale, GA GA",Riverdale,GA,30274,33.559,-84.412,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
179,179,Pooler,"190 Pooler Pkwy, Pooler GA 31322","190 Pooler Pkwy, Pooler GA",Pooler,GA,31322,32.143,-81.245,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
201,201,Port Charlotte,"19690 Cochran Blvd, Port Charlotte FL 33948","19690 Cochran Blvd, Port Charlotte FL",Port Charlotte,FL,33948,27.015,-82.136,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
202,202,Hialeah,"1590 W 49th St, Hialeah FL 33012","1590 W 49th St, Hialeah FL",Hialeah,FL,33012,25.865,-80.314,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
203,203,Lake Wales,"24201 North Us Hwy 27, Lake Wales FL 33859","24201 North Us Hwy 27, Lake Wales FL",Lake Wales,FL,33859,27.963,-81.623,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
204,204,Boca Raton,"9820 Glades Rd, Boca Raton FL 33434","9820 Glades Rd, Boca Raton FL",Boca Raton,FL,33434,26.366,-80.2,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
205,205,Lake Worth,"4241 Lake Worth Rd, Lake Worth FL 33461","4241 Lake Worth Rd, Lake Worth FL",Lake Worth Beach,FL,33461,26.619,-80.11,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
206,206,West Dade,"11305 Sw 40th St, West Dade FL 33165","11305 Sw 40th St, West Dade FL",Miami,FL,33165,25.734,-80.378,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
207,207,Cutler Ridge,"19400 Sw 106th Ave, Cutler Ridge FL 33157","19400 Sw 106th Ave, Cutler Ridge FL",Miami,FL,33157,25.585,-80.366,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
208,208,Pompano Beach,"1151 Nw Copans Rd, Pompano Beach FL 33064","1151 Nw Copans Rd, Pompano Beach FL",Pompano Beach,FL,33064,26.261,-80.139,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
209,209,NW Dade,"5500 Nw 167th St, Nw Dade FL 33014","5500 Nw 167th St, Nw Dade FL",Hialeah,FL,33014,25.924,-80.29,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
210,210,Kendall,"12700 Sw 88th St, Kendall FL 33186","12700 Sw 88th St, Kendall FL",Miami,FL,33186,25.686,-80.401,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
213,213,Vero Beach,"1885 58th Ave, Vero Beach FL 32966","1885 58th Ave, Vero Beach FL",Vero Beach,FL,32966,27.637,-80.448,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
218,218,Deerfield Beach,"60 Sw 12th Ave, Deerfield Beach FL 33442","60 Sw 12th Ave, Deerfield Beach FL",Deerfield Beach,FL,33442,26.316,-80.118,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
220,220,Lake Park,"3860 Northlake Blvd, Lake Park FL 33403","3860 Northlake Blvd, Lake Park FL",Palm Beach Gardens,FL,33403,26.805,-80.095,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
221,221,Jensen Beach,"3451 Nw Federal Hwy, Jensen Beach FL 34957","3451 Nw Federal Hwy, Jensen Beach FL",Jensen Beach,FL,34957,27.248,-80.27,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
222,222,Davie,"2300 S University Dr, Davie FL 33324","2300 S University Dr, Davie FL",Davie,FL,33324,26.093,-80.251,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
224,224,Boynton Beach,"1500 Sw 8th St, Boynton Beach FL 33426","1500 Sw 8th St, Boynton Beach FL",Boynton Beach,FL,33426,26.516,-80.075,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
226,226,Southside,"9021 Southside Blvd, Southside FL 32256","9021 Southside Blvd, Southside FL",Jacksonville,FL,32256,30.196,-81.549,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
232,232,Southland,"7423 Southland Blvd, Southland FL 32809","7423 Southland Blvd, Southland FL",Orlando,FL,32809,28.455,-81.402,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
233,233,Daytona Beach,"2455 W Int'l Speedway Blvd, Daytona Beach FL 32114","2455 W Int'l Speedway Blvd, Daytona Beach FL",Daytona Beach,FL,32114,29.18,-81.078,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
234,234,Merritt Island,"200 N Courtenay Pkwy, Merritt Island FL 32953","200 N Courtenay Pkwy, Merritt Island FL",Merritt Island,FL,32953,28.359,-80.699,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
238,238,Port Richey,"10017 Us Hwy 19, Port Richey FL 34668","10017 Us Hwy 19, Port Richey FL",Port Richey,FL,34668,28.303,-82.706,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
243,243,Brandon,"9941 E Adamo Dr, Brandon FL 33619","9941 E Adamo Dr, Brandon FL",Tampa,FL,33619,27.944,-82.34,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
244,244,Bradenton,"2350 Cortez Rd West, Bradenton FL 34207","2350 Cortez Rd West, Bradenton FL",Bradenton,FL,34207,27.463,-82.585,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
245,245,Carrollwood,"16121 N Dale Mabry Hwy, Carrollwood FL 33618","16121 N Dale Mabry Hwy, Carrollwood FL",Tampa,FL,33618,28.098,-82.501,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
247,247,Palm Harbor,"30144 Us Hwy 19 N, Palm Harbor FL 33761","30144 Us Hwy 19 N, Palm Harbor FL",Clearwater,FL,33761,28.046,-82.74,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
248,248,Lakeland,"2805 Us Highway 98 N, Lakeland FL 33805","2805 Us Highway 98 N, Lakeland FL",Lakeland,FL,33805,28.079,-81.962,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
249,249,Oakland Park,"1701 W Oakland Park Blvd, Oakland Park FL 33311","1701 W Oakland Park Blvd, Oakland Park FL",Oakland Park,FL,33311,26.168,-80.165,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
251,251,N Miami Beach,"1245 Ne 163rd St, N Miami Beach FL 33162","1245 Ne 163rd St, N Miami Beach FL",Miami,FL,33162,25.926,-80.175,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
253,253,Ocala,"3300 Sw 35th Terrace, Ocala FL 34474","3300 Sw 35th Terrace, Ocala FL",Ocala,FL,34474,29.155,-82.183,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
254,254,Tallahassee,"3200 Capital Cir Ne, Tallahassee FL 32308","3200 Capital Cir Ne, Tallahassee FL",Tallahassee,FL,32308,30.494,-84.247,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
255,255,Sarasota,"4111 Cattleman Rd, Sarasota FL 34233","4111 Cattleman Rd, Sarasota FL",Sarasota,FL,34233,27.294,-82.45,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
256,256,Stadium,"1712 N Dale Mabry Hwy, Stadium FL 33607","1712 N Dale Mabry Hwy, Stadium FL",Tampa,FL,33607,27.959,-82.508,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
257,257,St Pete,"2300 22nd Ave N, St Pete FL 33713","2300 22nd Ave N, St Pete FL",St Petersburg,FL,33713,27.79,-82.665,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
258,258,Sunrise,"2901 N University Dr, Sunrise FL 33322","2901 N University Dr, Sunrise FL",Sunrise,FL,33322,26.16,-80.259,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
260,260,Melbourne,"2829 W New Haven Ave, Melbourne FL 32904","2829 W New Haven Ave, Melbourne FL",West Melbourne,FL,32904,28.077,-80.668,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
261,261,West Colonial,"7022 W Colonial Dr, W Colonial FL 32818","7022 W Colonial Dr, W Colonial FL",Orlando,FL,32818,28.55,-81.477,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
262,262,Casselberry,"3455 S Us Hwy 17-92, Casselberry FL 32707","3455 S Us Hwy 17-92, Casselberry FL",Casselberry,FL,32707,28.677,-81.334,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
263,263,Forest City,"882 W State Rd 436, Forest City FL 32714","882 W State Rd 436, Forest City FL",Altamonte Springs,FL,32714,28.663,-81.416,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
264,264,Lake Mary,"4600 W Lake Mary Blvd, Lake Mary FL 32746","4600 W Lake Mary Blvd, Lake Mary FL",Lake Mary,FL,32746,28.758,-81.357,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
265,265,Kissimmee,"2601 W Vine St, Kissimmee FL 34741","2601 W Vine St, Kissimmee FL",Kissimmee,FL,34741,28.307,-81.43,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
266,266,East Colonial,"6130 E Colonial Dr, E Colonial FL 32807","6130 E Colonial Dr, E Colonial FL",Orlando,FL,32807,28.558,-81.306,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
268,268,Cape Coral,"3031 Ne Pine Island Rd, Cape Coral FL 33909","3031 Ne Pine Island Rd, Cape Coral FL",Cape Coral,FL,33909,26.684,-81.907,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
270,270,Gainesville,"7107 Nw 4th Blvd, Gainesville FL 32607","7107 Nw 4th Blvd, Gainesville FL",Gainesville,FL,32607,29.655,-82.418,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
272,272,Regency Square,"9520 Regency Square Blvd N, Regency Sq FL 32225","9520 Regency Square Blvd N, Regency Sq FL",Jacksonville,FL,32225,30.328,-81.551,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
273,273,Venice,"2450 Jacaranda Blvd, Venice FL 34293","2450 Jacaranda Blvd, Venice FL",Venice,FL,34293,27.053,-82.394,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
274,274,Jupiter,"1694 W Indiantown Rd, Jupiter FL 33458","1694 W Indiantown Rd, Jupiter FL",Jupiter,FL,33458,26.932,-80.124,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
275,275,Orange Park,"1919 Wells Rd, Orange Park FL 32073","1919 Wells Rd, Orange Park FL",Orange Park,FL,32073,30.189,-81.737,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
276,276,Fort Myers,"14655 S Tamiami Trail, Ft Myers FL 33912","14655 S Tamiami Trail, Ft Myers FL",Fort Myers,FL,33912,26.529,-81.868,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
277,277,Miami (Calle Ocho),"3030 Sw 8th St, Miami (calle Ocho) FL 33135","3030 Sw 8th St, Miami (calle Ocho) FL",Miami,FL,33135,25.764,-80.244,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
278,278,Leesburg,"10825 Us Hwy 441, Leesburg, FL FL 34788","10825 Us Hwy 441, Leesburg, FL FL",Leesburg,FL,34788,28.822,-81.777,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
279,279,Northgate,"8815 N Florida Ave, Northgate FL 33604","8815 N Florida Ave, Northgate FL",Tampa,FL,33604,28.029,-82.46,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
280,280,Naples,"2251 Pine Ridge Rd, Naples FL 34109","2251 Pine Ridge Rd, Naples FL",Naples,FL,34109,26.213,-81.773,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
281,281,Spring Hill,"4765 Commercial Way, Spring Hill FL 34606","4765 Commercial Way, Spring Hill FL",Spring Hill,FL,34606,28.5,-82.594,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
283,283,Ft Pierce,"5880 Okeechobee Rd, Ft Pierce FL 34947","5880 Okeechobee Rd, Ft Pierce FL",Fort Pierce,FL,34947,27.418,-80.386,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
284,284,Coral Springs,"750 N University Dr, Coral Springs FL 33071","750 N University Dr, Coral Springs FL",Coral Springs,FL,33071,26.242,-80.257,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
285,285,Hollywood,"1951 S State Rd #7, Hollywood FL 33023","1951 S State Rd #7, Hollywood FL",West Park,FL,33023,25.994,-80.204,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
287,287,Oviedo,"1900 W State Rd 426, Oviedo FL 32765","1900 W State Rd 426, Oviedo FL",Oviedo,FL,32765,28.654,-81.23,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
288,288,Holiday,"1315 Us Hwy 19, Holiday FL 34691","1315 Us Hwy 19, Holiday FL",Holiday,FL,34691,28.178,-82.742,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
289,289,Pinellas Park,"4040 Park Blvd, Pinellas Park FL 33781","4040 Park Blvd, Pinellas Park FL",Pinellas Park,FL,33781,27.838,-82.689,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
347,347,Hammond,"400 W Minnesota Park Road, Hammond,LA LA 70403","400 W Minnesota Park Road, Hammond,LA LA",Hammond,LA,70403,30.486,-90.46,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
349,349,Kenner,"2625 Veterans Blvd, Kenner LA 70062","2625 Veterans Blvd, Kenner LA",Kenner,LA,70062,30.003,-90.232,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
352,352,I-10 Bullard,"12300 I-10 Service Rd, I-10 BullardLA 70128","12300 I-10 Service Rd, I-10 BullardLA",New Orleans,LA,70128,30.047,-89.956,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
356,356,Shreveport,"110 E Bert Kouns Industrial Loop, Shreveport LA 71106","110 E Bert Kouns Industrial Loop, Shreveport LA",Shreveport,LA,71106,32.4,-93.749,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
