store_number,store_number_padded,store_name,full_address,raw_address_from_public_feed,city,state,postal_code,latitude,longitude,address_present,address_source_url,location_source_url
1220,1220,Woodhaven Blvd/Queens,"75-09 Woodhaven Blvd, Woodhaven Blvd/Queens NY 11385","75-09 Woodhaven Blvd, Woodhaven Blvd/Queens NY",Ridgewood,NY,11385,40.708,-73.859,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1221,1221,Bronx,"1806 E Gunhill Rd, Bronx NY 10469","1806 E Gunhill Rd, Bronx NY",New York,NY,10469,40.861,-73.833,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1222,1222,Riverhead,"1550 Old Country Rd, Riverhead NY 11901","1550 Old Country Rd, Riverhead NY",Riverhead,NY,11901,40.926,-72.692,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1223,1223,Saratoga Springs,"3043 Route 50, Saratoga Springs NY 12866","3043 Route 50, Saratoga Springs NY",Saratoga Springs,NY,12866,43.101,-73.743,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1225,1225,Brooklyn,"550 Hamilton Ave, Brooklyn, NY NY 11232","550 Hamilton Ave, Brooklyn, NY NY",Brooklyn,NY,11232,40.668,-73.997,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1227,1227,Kingston/Ulster,"1122 Ulster Ave, Kingston/Ulster NY 12401","1122 Ulster Ave, Kingston/Ulster NY",Kingston,NY,12401,41.962,-73.99,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1228,1228,Cheektowaga,"300 Thruway Plaza Dr, Cheektowaga NY 14225","300 Thruway Plaza Dr, Cheektowaga NY",Cheektowaga,NY,14225,42.904,-78.781,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1229,1229,Coram,"346 Middle Country Rd, Coram NY 11727","346 Middle Country Rd, Coram NY",Coram,NY,11727,40.868,-72.997,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1230,1230,Clarence,"4139 Transit Rd, Clarence NY 14221","4139 Transit Rd, Clarence NY",Buffalo,NY,14221,42.961,-78.693,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1231,1231,Seneca,"1881 Ridge Rd, Seneca NY 14224","1881 Ridge Rd, Seneca NY",West Seneca,NY,14224,42.829,-78.782,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1233,1233,Amherst,"2065 Niagara Falls Blvd, Amherst NY 14228","2065 Niagara Falls Blvd, Amherst NY",Amherst,NY,14228,43.011,-78.819,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1234,1234,North Buffalo,"2100 Elmwood Ave, N Buffalo NY 14207","2100 Elmwood Ave, N Buffalo NY",Buffalo,NY,14207,42.954,-78.881,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1235,1235,Cicero,"7922 Brewerton Road, Cicero, NY NY 13039","7922 Brewerton Road, Cicero, NY NY",Cicero,NY,13039,43.154,-76.121,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1236,1236,Dewitt/E Syracuse,"5814 Bridge St, Dewitt/E Syracuse NY 13057","5814 Bridge St, Dewitt/E Syracuse NY",East Syracuse,NY,13057,43.052,-76.067,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1238,1238,Springfield Gardens,"13220 Merrick Blvd, Springfield Gardens NY 11434","13220 Merrick Blvd, Springfield Gardens NY",Jamaica,NY,11434,40.678,-73.758,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1239,1239,Schenectady,"2500 Cambridge Rd, Schenectady NY 12304","2500 Cambridge Rd, Schenectady NY",Schenectady,NY,12304,42.782,-73.918,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1241,1241,Albany,"161 Washington Ave Ext, Albany NY 12205","161 Washington Ave Ext, Albany NY",Albany,NY,12205,42.697,-73.849,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1242,1242,Wallkill,"474 Route 211 East, Wallkill NY 10940","474 Route 211 East, Wallkill NY",Middletown,NY,10940,41.455,-74.376,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1244,1244,Greece,"1250 West Ridge Rd, Greece NY 14615","1250 West Ridge Rd, Greece NY",Greece,NY,14615,43.206,-77.661,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1245,1245,New Rochelle,"55 Weyman Ave, New Rochelle NY 10805","55 Weyman Ave, New Rochelle NY",New Rochelle,NY,10805,40.899,-73.793,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1246,1246,Henrietta,"770 Jefferson Road, Henrietta NY 14623","770 Jefferson Road, Henrietta NY",Rochester,NY,14623,43.089,-77.62,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1247,1247,Penfield /Rochester,"750 Panorama Trails S, Penfield/Rochester NY 14625","750 Panorama Trails S, Penfield/Rochester NY",Rochester,NY,14625,43.131,-77.492,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1248,1248,Yonkers,"601 South Sprain Rd, Yonkers NY 10710","601 South Sprain Rd, Yonkers NY",Yonkers,NY,10710,40.974,-73.862,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1249,1249,Staten Island,"2501 Forest Ave, Staten Island NY 10303","2501 Forest Ave, Staten Island NY",Staten Island,NY,10303,40.629,-74.172,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1250,1250,Newburgh,"1220 Route 300, Newburgh NY 12550","1220 Route 300, Newburgh NY",Newburgh,NY,12550,41.499,-74.069,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1251,1251,Cortlandt/Mohegan,"3051 E Main St, Cortlandt/Mohegan NY 10547","3051 E Main St, Cortlandt/Mohegan NY",Mohegan Lake,NY,10547,41.312,-73.868,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1252,1252,Binghamton,"798 Main St, Binghamton NY 13790","798 Main St, Binghamton NY",Johnson City,NY,13790,42.116,-75.982,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1254,1254,Utica,"545 French Road, Utica, NY NY 13413","545 French Road, Utica, NY NY",New Hartford,NY,13413,43.09,-75.281,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1255,1255,Long Island City,"50-10 Northern Blvd, Long Island City NY 11101","50-10 Northern Blvd, Long Island City NY",Long Island City,NY,11101,40.752,-73.912,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1256,1256,Cropsey,"2970 Cropsey Ave, Cropsey NY 11214","2970 Cropsey Ave, Cropsey NY",Brooklyn,NY,11214,40.582,-73.988,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1257,1257,Camillus,"3756 Milton Avenue, Camillus NY 13031","3756 Milton Avenue, Camillus NY",Camillus,NY,13031,43.053,-76.264,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1258,1258,Patchogue West,"10 Gateway Blvd, Patchogue West NY 11772","10 Gateway Blvd, Patchogue West NY",Patchogue,NY,11772,40.782,-73.041,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1259,1259,Latham,"579 Troy-schenectady Rd, Latham NY 12110","579 Troy-schenectady Rd, Latham NY",Latham,NY,12110,42.753,-73.765,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1261,1261,Nanuet,"43 Hutton Ave, Nanuet NY 10954","43 Hutton Ave, Nanuet NY",Nanuet,NY,10954,41.103,-74.02,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1262,1262,Albany,"979 Central Ave, Albany,NY NY 12205","979 Central Ave, Albany,NY NY",Albany,NY,12205,42.684,-73.794,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1263,1263,North Greenbush,"600 N Greenbush Rd, N Greenbush NY 12144","600 N Greenbush Rd, N Greenbush NY",Rensselaer,NY,12144,42.647,-73.7,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1264,1264,Victor,"7600 Commons Blvd, Victor NY 14564","7600 Commons Blvd, Victor NY",Victor,NY,14564,43.033,-77.453,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1265,1265,South Setauket,"255 Pond Path, South Setauket NY 11720","255 Pond Path, South Setauket NY",Centereach,NY,11720,40.886,-73.099,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1266,1266,Poughkeepsie,"3470 North Rd, Poughkeepsie NY 12601","3470 North Rd, Poughkeepsie NY",Poughkeepsie,NY,12601,41.726,-73.929,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1267,1267,Farmingdale,"202 Airport Plaza, Farmingdale NY 11735","202 Airport Plaza, Farmingdale NY",Farmingdale,NY,11735,40.736,-73.419,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1268,1268,Lockport,"5730 S Transit Rd, Lockport NY 14094","5730 S Transit Rd, Lockport NY",Lockport,NY,14094,43.147,-78.701,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1269,1269,Clifton Park,"4 Halfmoon Crossing Blvd, Clifton Park NY 12065","4 Halfmoon Crossing Blvd, Clifton Park NY",Halfmoon,NY,12065,42.857,-73.768,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1271,1271,Southeast/Brewster,"80 Independent Way, Southeast/Brewster NY 10509","80 Independent Way, Southeast/Brewster NY",Brewster,NY,10509,41.42,-73.626,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1272,1272,Huntington,"785 New York Avenue, Huntington,NY NY 11743","785 New York Avenue, Huntington,NY NY",Huntington,NY,11743,40.857,-73.42,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1273,1273,Irondequoit,"1111 E Ridge Rd, Irondequoit NY 14621","1111 E Ridge Rd, Irondequoit NY",Rochester,NY,14621,43.196,-77.587,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1274,1274,Hempstead,"172 Fulton Ave, Hempstead NY 11550","172 Fulton Ave, Hempstead NY",Hempstead,NY,11550,40.707,-73.63,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1277,1277,College Point,"124-04 31st Ave, College Point NY 11354","124-04 31st Ave, College Point NY",New York,NY,11354,40.767,-73.844,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1278,1278,Gates,"2361 Buffalo Rd, Gates NY 14624","2361 Buffalo Rd, Gates NY",Rochester,NY,14624,43.145,-77.714,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1281,1281,Staten Island South,"2750 Veterans Road West, Staten Island South NY 10309","2750 Veterans Road West, Staten Island South NY",Staten Island,NY,10309,40.529,-74.228,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1282,1282,Shirley,"399 William Floyd Pkwy, Shirley NY 11967","399 William Floyd Pkwy, Shirley NY",Shirley,NY,11967,40.78,-72.863,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1284,1284,Harriman,"254 Larkin Drive, Harriman NY 10950","254 Larkin Drive, Harriman NY",Monroe,NY,10950,41.319,-74.15,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1285,1285,Deer Park,"475 Commack Rd, Deer Park NY 11729","475 Commack Rd, Deer Park NY",Deer Park,NY,11729,40.765,-73.309,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1286,1286,Hamburg,"4405 Milestrip Rd, Hamburg NY 14219","4405 Milestrip Rd, Hamburg NY",Buffalo,NY,14219,42.789,-78.815,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1287,1287,Niagara Falls,"750 Builders Way, Niagara Falls NY 14304","750 Builders Way, Niagara Falls NY",Niagara Falls,NY,14304,43.088,-78.994,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1289,1289,Amsterdam,"135 Hannaford Plaza, Amsterdam NY 12010","135 Hannaford Plaza, Amsterdam NY",Amsterdam,NY,12010,42.967,-74.183,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1301,1301,Anchorage,"515 E Tudor Rd, Anchorage AK 99503","515 E Tudor Rd, Anchorage AK",Anchorage,AK,99503,61.183,-149.874,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1302,1302,NE Anchorage,"400 Rodeo Place, Ne Anchorage AK 99508","400 Rodeo Place, Ne Anchorage AK",Anchorage,AK,99508,61.218,-149.814,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1303,1303,Fairbanks,"1301 Old Steese Hwy, Fairbanks AK 99701","1301 Old Steese Hwy, Fairbanks AK",Fairbanks,AK,99701,64.858,-147.683,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1304,1304,Wasilla,"1255 E Palmer Wasilla Hwy, Wasilla AK 99654","1255 E Palmer Wasilla Hwy, Wasilla AK",Wasilla,AK,99654,61.576,-149.418,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1324,1324,St Johns,"230 Durbin Pavilion Drive, St Johns FL 32259","230 Durbin Pavilion Drive, St Johns FL",St Johns,FL,32259,30.101,-81.519,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1326,1326,Tx,"2777 Katy Freeway, Lower Heights TX 77007","2777 Katy Freeway, Lower Heights TX",Houston,TX,77007,29.775,-95.387,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1349,1349,Montgomery,,,Montgomery,TX,0,30.39,-95.681,no,,https://simplemaps.com/data/business/home-depot
1379,1379,Santa Rosa,"100 Bicentennial Way, Santa Rosa CA 95403","100 Bicentennial Way, Santa Rosa CA",Santa Rosa,CA,95403,38.469,-122.72,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1380,1380,Martinez,"1037 Arnold Drive, Martinez CA 94553","1037 Arnold Drive, Martinez CA",Martinez,CA,94553,37.995,-122.107,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1401,1401,West Little Rock,"12610 Chenal Pkwy, W Little Rock AR 72211","12610 Chenal Pkwy, W Little Rock AR",Little Rock,AR,72211,34.756,-92.413,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1402,1402,North Little Rock,"4235 E Mccain Blvd, N Little Rock AR 72117","4235 E Mccain Blvd, N Little Rock AR",North Little Rock,AR,72117,34.791,-92.217,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1403,1403,Fayetteville,"675 E Joyce Blvd, Fayetteville, AR AR 72703","675 E Joyce Blvd, Fayetteville, AR AR",Fayetteville,AR,72703,36.121,-94.148,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1404,1404,Fort Smith,"5101 Phoenix Avenue, Fort Smith AR 72903","5101 Phoenix Avenue, Fort Smith AR",Fort Smith,AR,72903,35.34,-94.378,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1405,1405,Benton,"17060 Interstate 30, Benton AR 72019","17060 Interstate 30, Benton AR",Benton,AR,72019,34.578,-92.586,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1406,1406,Jonesboro,"711 E Parker Rd, Jonesboro,AR AR 72404","711 E Parker Rd, Jonesboro,AR AR",Jonesboro,AR,72404,35.806,-90.704,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1407,1407,Conway,"500 Elsinger Blvd, Conway AR 72032","500 Elsinger Blvd, Conway AR",Conway,AR,72032,35.085,-92.411,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1409,1409,Harrison,"312 Hester Drive, Harrison,AR AR 72601","312 Hester Drive, Harrison,AR AR",Harrison,AR,72601,36.26,-93.136,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1410,1410,Mountain Home,"100 Pendella Drive, Mountain Home AR 72653","100 Pendella Drive, Mountain Home AR",Mountain Home,AR,72653,36.352,-92.337,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1411,1411,Batesville,"3000 E Harrison St, Batesville AR 72501","3000 E Harrison St, Batesville AR",Batesville,AR,72501,35.763,-91.618,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1412,1412,Cabot,"555 Going Road, Cabot AR 72023","555 Going Road, Cabot AR",Cabot,AR,72023,34.976,-92.035,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1501,1501,Aurora,"14001 E Mississippi Ave, Aurora, CO CO 80012","14001 E Mississippi Ave, Aurora, CO CO",Aurora,CO,80012,39.698,-104.825,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1502,1502,Arvada,"5215 Wadsworth Blvd, Arvada CO 80002","5215 Wadsworth Blvd, Arvada CO",Arvada,CO,80002,39.792,-105.083,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1503,1503,Thornton,"10003 Grant Street, Thornton CO 80229","10003 Grant Street, Thornton CO",Thornton,CO,80229,39.88,-104.986,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1504,1504,Colorado Springs,"102 N Academy Blvd, Colorado Springs CO 80909","102 N Academy Blvd, Colorado Springs CO",Colorado Springs,CO,80909,38.834,-104.76,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1505,1505,Santa Fe,"500 S Sante Fe Dr, Santa Fe CO 80223","500 S Sante Fe Dr, Santa Fe CO",Denver,CO,80223,39.707,-104.994,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1506,1506,Louisville,"1200 W Dillon Rd, Louisville CO 80027","1200 W Dillon Rd, Louisville CO",Louisville,CO,80027,39.961,-105.169,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1507,1507,Denver Sw,"7990 W Crestline Ave, Denver Sw CO 80123","7990 W Crestline Ave, Denver Sw CO",Denver,CO,80123,39.617,-105.085,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1508,1508,Park Meadows,"8477 S Yosemite Ave, Park Meadows CO 80124","8477 S Yosemite Ave, Park Meadows CO",Lone Tree,CO,80124,39.562,-104.884,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1509,1509,Greenwood Village,"9401 E Arapahoe Rd, Greenwood Village CO 80112","9401 E Arapahoe Rd, Greenwood Village CO",Greenwood Village,CO,80112,39.597,-104.879,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1510,1510,Academy Blvd,"7120 N Academy Blvd, Academy Blvd CO 80920","7120 N Academy Blvd, Academy Blvd CO",Colorado Springs,CO,80920,38.935,-104.799,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1511,1511,Pueblo,"4450 N Freeway Rd, Pueblo CO 81008","4450 N Freeway Rd, Pueblo CO",Pueblo,CO,81008,38.316,-104.613,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1512,1512,Fort Collins,"4502 John F Kennedy P, Ft Collins CO 80525","4502 John F Kennedy P, Ft Collins CO",Fort Collins,CO,80525,40.525,-105.07,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1513,1513,Grand Junction,"2436 F Road, Grand Junction CO 81505","2436 F Road, Grand Junction CO",Grand Junction,CO,81505,39.092,-108.492,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1514,1514,Lakewood,"6701 W Alameda Ave, Lakewood, CO CO 80226","6701 W Alameda Ave, Lakewood, CO CO",Lakewood,CO,80226,39.712,-105.07,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1515,1515,Greeley,"2815 35th Ave, Greeley CO 80634","2815 35th Ave, Greeley CO",Greeley,CO,80634,40.39,-104.738,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1516,1516,Parker,"11111 South Parker Road, Parker CO 80134","11111 South Parker Road, Parker CO",Parker,CO,80134,39.514,-104.766,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1517,1517,Westminster,"7125 W 88th Ave, Westminster, CO CO 80021","7125 W 88th Ave, Westminster, CO CO",Westminster,CO,80021,39.858,-105.077,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1518,1518,SW Colorado Springs,"2250 Southgate Rd, Sw Colorado Springs CO 80906","2250 Southgate Rd, Sw Colorado Springs CO",Colorado Springs,CO,80906,38.799,-104.82,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1519,1519,Littleton,"3000 W Belleview Ave, Littleton CO 80123","3000 W Belleview Ave, Littleton CO",Littleton,CO,80123,39.623,-105.025,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1520,1520,Bear Valley,"3130 S Sheridan Blvd, Bear Valley CO 80227","3130 S Sheridan Blvd, Bear Valley CO",Denver,CO,80227,39.655,-105.049,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1521,1521,Longmont,"393 S Hover Rd, Longmont CO 80501","393 S Hover Rd, Longmont CO",Longmont,CO,80501,40.155,-105.134,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1522,1522,Golden,"16900 W Colfax Ave, Golden CO 80401","16900 W Colfax Ave, Golden CO",Golden,CO,80401,39.722,-105.19,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1523,1523,Pioneer Hills,"5600 S Chambers Rd, Pioneer Hills CO 80015","5600 S Chambers Rd, Pioneer Hills CO",Aurora,CO,80015,39.616,-104.812,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1524,1524,Broomfield,"12171 Sheridan Blvd, Broomfield CO 80020","12171 Sheridan Blvd, Broomfield CO",Broomfield,CO,80020,39.917,-105.057,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1525,1525,Avon/Vail,"295 Yoder Ave, Avon/Vail CO 81620","295 Yoder Ave, Avon/Vail CO",Avon,CO,81620,39.626,-106.498,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1526,1526,Glendale,"860 S Colorado Blvd, Glendale,CO CO 80246","860 S Colorado Blvd, Glendale,CO CO",Glendale,CO,80246,39.701,-104.937,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1528,1528,Saddlerock,"6000 S Gun Club Rd, Saddlerock CO 80016","6000 S Gun Club Rd, Saddlerock CO",Aurora,CO,80016,39.607,-104.716,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1529,1529,Loveland,"1100 Nickel Dr, Loveland CO 80537","1100 Nickel Dr, Loveland CO",Loveland,CO,80537,40.405,-105.061,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1531,1531,Castle Rock,"333 W Allen St, Castle Rock CO 80108","333 W Allen St, Castle Rock CO",Castle Rock,CO,80108,39.416,-104.866,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1532,1532,Stapleton,"3870 Quebec St, Stapleton CO 80207","3870 Quebec St, Stapleton CO",Denver,CO,80207,39.77,-104.901,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1534,1534,Durango,"1301 S Camino Del Rio, Durango CO 81303","1301 S Camino Del Rio, Durango CO",Durango,CO,81303,37.222,-107.856,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1535,1535,Evergreen,,,Evergreen,CO,0,39.699,-105.326,no,,https://simplemaps.com/data/business/home-depot
1537,1537,Montrose,,,Montrose,CO,0,38.452,-107.868,no,,https://simplemaps.com/data/business/home-depot
1538,1538,NE Colorado Springs,,,Colorado Springs,CO,0,38.94,-104.724,no,,https://simplemaps.com/data/business/home-depot
1540,1540,Highlands Ranch,"1200 Mayberry Dr, Highlands Ranch CO 80129","1200 Mayberry Dr, Highlands Ranch CO",Littleton,CO,80129,39.545,-105.001,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1541,1541,Monument,"15888 Jackson Creek Pkwy, Monument CO 80132","15888 Jackson Creek Pkwy, Monument CO",Monument,CO,80132,39.064,-104.853,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1542,1542,Canon City,"141 Mackenzie Avenue, Canon City CO 81212","141 Mackenzie Avenue, Canon City CO",Canon City,CO,81212,38.446,-105.18,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1544,1544,North Fort Collins,"1251 E Magnolia Street, N Ft Collins CO 80524","1251 E Magnolia Street, N Ft Collins CO",Fort Collins,CO,80524,40.583,-105.055,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1545,1545,Sterling,"1614 W Main Street, Sterling CO 80751","1614 W Main Street, Sterling CO",Sterling,CO,80751,40.625,-103.24,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1546,1546,Boulder,"1600 29th Street, Boulder CO 80301","1600 29th Street, Boulder CO",Boulder,CO,80301,40.016,-105.255,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1547,1547,Brighton,"2440 Buckley Road, Brighton,CO CO 80601","2440 Buckley Road, Brighton,CO CO",Brighton,CO,80601,39.952,-104.787,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1548,1548,North Thornton,"16420 Washington Street, N Thornton CO 80023","16420 Washington Street, N Thornton CO",Thornton,CO,80023,39.995,-104.974,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
1549,1549,Jefferson County,"4277 S Eldridge Street, Jefferson County CO 80465","4277 S Eldridge Street, Jefferson County CO",Morrison,CO,80465,39.636,-105.16,yes,https://serpapi.com/home-depot-stores-us.json,https://simplemaps.com/data/business/home-depot
